"material","description","product_hierarchy","division","gpr","basic_material","dimensions","min_lot","weight_net","weight_net_unit","weight_gross","weight_gross_unit"
"122.235.244.001","ZWISCHENRING!D220/152X38","0003-4200","04","K211","S355J2+N","D220/152X38","","5.232","KG","5.232","KG"
"122.235.301.001","ANPRESSPLATTE!800X300X120","0003-4200","04","K490","S355J2+N","800X300X120","","220.000","KG","220.000","KG"
"122.235.303.001","ANPRESSPLATTE!800X300X120","0003-4200","02","K490","S355J2+N","800X300X120","","220.000","KG","220.000","KG"
"122.235.304.001","ANPRESSPLATTE!800X300X120","0003-4200","04","K490","S355J2+N","800X300X120","","220.000","KG","220.000","KG"
"122.235.423.001","FEDERFUEHRUNG!G2 1/2""X150","0003-4200","04","K393","34CRNIMO6","G2 1/2""X150","","2.800","KG","2.800","KG"
"122.235.495.202","VENTILANPRESSUNG!D144/40X150","0003-4200","04","K600","","D144/40X150","","8.900","KG","8.900","KG"
"122.235.502.201","ZENTRALVENTIL!F3","0003-4200","04","K600","","F3","","30.600","KG","30.600","KG"
"122.235.503.001","FEDERFUEHRUNG!D87,9/35X150","0003-4200","","K790","34CRNIMO6","D87,9/35X150","","2.700","KG","2.700","KG"
"122.235.565.200","KERNSTUECK!D390/150X340","0003-4200","04","K291","30CRNIMO8","D319/150X340","","248.617","KG","248.617","KG"
"122.235.719.001","KOLBEN!D262/100X342","0003-2500","02","K401","EN-GJL-250","D262/100X342","","91.921","KG","91.921","KG"
"122.235.755.001","DECKEL!640X469X50","0003-4000","04","K193","EN-GJL-200","640X469X50","","37.000","KG","37.000","KG"
"122.235.755.200","DECKEL!ZUS.BAU","0003-4000","01","K600","EN-GJL-200","640X469X50","","38.000","KG","38.000","KG"
"122.235.830.200","ZENTRALVENTIL K5","0003-4200","04","K600","","D184,5X406","","62.000","KG","62.000","KG"
"122.235.857.200","OELABSTREIFUNG KURBELTRIEBSEITE!","0003-4200","04","K600","","","","23.000","KG","23.000","KG"
"122.235.944.199","KOLBEN!GESCHWEISST","0003-4200","04","K401","EN-GJL-250","D158X248","","18.500","KG","18.500","KG"
"122.235.985.001","FEDERFUEHRUNG!M90/M39X163","0003-4200","","K393","34CRNIMO6","M90/M39X163","","0.000","KG","0.000","KG"
"122.236.098.001","FUEHRUNGSPLATTE KURZ!894X320X110","0003-4200","04","K342","S355J2+N","894X320X110","","225.000","KG","225.000","KG"
"122.236.099.001","FUEHRUNGSPLATTE KURZ!894X320X110","0003-4200","04","K342","S355J2+N","894X320X110","","225.000","KG","225.000","KG"
"122.236.101.001","FUEHRUNGSPLATTE LANG!994X320X110","0003-4200","04","K342","S355J2+N","994X320X110","","258.000","KG","258.000","KG"
"122.236.102.001","FUEHRUNGSLEISTE!1244X120X109","0003-4200","04","K342","S355J2+N","1244X120X109","","108.000","KG","108.000","KG"
"122.236.103.001","FUEHRUNGSLEISTE!1244X120X109","0009-9900","","K342","S355J2+N","1244X120X109","","150.000","KG","150.000","KG"
"122.236.104.001","FUEHRUNGSPLATTE LANG!994X320X110","0003-4200","04","K342","S355J2+N","994X320X110","","258.000","KG","258.000","KG"
"122.236.927.001","HALTEFLANSCH!D215/79X30","0003-2400","02","K212","C35E","D215/79X30","","7.300","KG","7.300","KG"
"122.237.261.200","DISTANZRING NR.1!D340/90,5X51","0003-4200","04","K311","","D340/90,5X51","","31.500","KG","31.500","KG"
"122.237.263.200","KAMMERRING NR.3!D340/90,5X51","0003-4200","04","K311","","D340/90,5X51","","31.500","KG","31.500","KG"
"122.237.264.200","KAMMERRING NR.4!D340/90,5X51","0003-4200","04","K311","","D340/90,5X51","","31.500","KG","31.500","KG"
"122.237.277.002","INNENRING!D201/78,5X67","0009-9900","","K311","Spez.CrNiMo.3","D201/78,5X67","","14.142","KG","14.142","KG"
"122.237.281.200","DISTANZRING NR.1!D340/79,5X51","0003-4200","04","K311","","D340/79,5X51","","35.500","KG","35.500","KG"
